id,fecha,hora,zona,tipo_zona,lat,lng,decibeles,trafico,temperatura,humedad,comentario
262,2025-07-27,18,Tlaquepaque Centro,Comercial,20.642,-103.312,86.2,74,26.2,50.6,Mucho ruido
263,2025-06-10,10,Providencia,Residencial,20.6612,-103.389,64.5,46,24.2,51.7,Mucho ruido
264,2025-07-15,11,Americana,Mixta,20.6666,-103.381,68.3,71,25.6,67.6,Mucho ruido
265,2025-04-17,10,Zona Industrial,Industrial,20.645,-103.32,89,63,27.4,36.8,Zona ruidosa
266,2025-06-01,0,Zona Industrial,Industrial,20.645,-103.32,30,21,17,56.2,Zona tranquila
267,2025-02-13,7,Tlaquepaque Centro,Comercial,20.642,-103.312,106.2,89,25.5,61.9,Mucho tráfico
268,2025-07-20,0,Americana,Mixta,20.6666,-103.381,35.4,14,16.8,47,Mercado cercano
269,2025-05-17,23,Tlaquepaque Centro,Comercial,20.642,-103.312,71,51,20.2,50.9,Sin incidencias
270,2025-07-16,7,Chapalita,Residencial,20.658,-103.402,68.6,31,21.2,55.1,Muchos camiones
271,2025-05-23,11,Tlaquepaque Centro,Comercial,20.642,-103.312,77.3,67,24,55.8,Mercado cercano
272,2025-04-05,7,Chapalita,Residencial,20.658,-103.402,58.2,33,25.7,49.8,Muchos camiones
273,2025-04-21,15,Centro,Comercial,20.6737,-103.344,85.1,76,30.3,72.3,Muchos camiones
274,2025-03-08,9,Americana,Mixta,20.6666,-103.381,78.2,74,25.1,45.5,Poco tráfico
275,2025-03-07,14,Centro,Comercial,20.6737,-103.344,76.4,65,34,60.7,Poco tráfico
276,2025-04-28,9,Zona Industrial,Industrial,20.645,-103.32,115,67,20.8,70.4,Mercado cercano
277,2025-04-08,23,Providencia,Residencial,20.6612,-103.389,56.5,41,27.4,69.4,Tráfico intenso
278,2025-03-20,7,Centro,Comercial,20.6737,-103.344,104.2,94,25.6,64.6,Zona ruidosa
279,2025-05-22,7,Zona Industrial,Industrial,20.645,-103.32,115,75,25,71,Poco tráfico
280,2025-02-23,1,Centro,Comercial,20.6737,-103.344,40.4,21,17.7,45.7,Sin incidencias
281,2025-06-17,13,Tlaquepaque Centro,Comercial,20.642,-103.312,73.7,63,30.9,52.6,Obras en la zona
282,2025-04-02,17,Providencia,Residencial,20.6612,-103.389,71.6,54,27.1,61.6,Mercado cercano
283,2025-03-11,10,Centro,Comercial,20.6737,-103.344,78.8,77,24.5,53.7,Mucho tráfico
284,2025-03-03,1,Americana,Mixta,20.6666,-103.381,43.8,30,21.1,72.5,Ruido por construcción
285,2025-04-14,18,Americana,Mixta,20.6666,-103.381,94.3,89,24.9,61.7,Obras en la zona
286,2025-03-08,15,Americana,Mixta,20.6666,-103.381,64.8,66,29.6,85,Zona ruidosa
287,2025-02-22,1,Tlaquepaque Centro,Comercial,20.642,-103.312,30,23,18,69.2,Muchos camiones
288,2025-06-02,8,Chapalita,Residencial,20.658,-103.402,65.4,48,26.1,46.8,Poco tráfico
289,2025-07-22,22,Centro,Comercial,20.6737,-103.344,83.8,80,21.4,70.6,Zona tranquila
290,2025-03-13,4,Chapalita,Residencial,20.658,-103.402,34.7,16,18.4,58.3,Tráfico intenso
291,2025-05-03,5,Centro,Comercial,20.6737,-103.344,32,32,18.8,37.5,Zona tranquila
292,2025-05-04,17,Centro,Comercial,20.6737,-103.344,85,91,25.9,58.4,Sin incidencias
293,2025-06-05,16,Providencia,Residencial,20.6612,-103.389,65.3,47,27.1,59.9,Tráfico intenso
294,2025-03-15,11,Chapalita,Residencial,20.658,-103.402,53.3,28,23.3,60.9,Poco tráfico
295,2025-03-11,14,Providencia,Residencial,20.6612,-103.389,51.4,45,31.3,87.5,Música alta
296,2025-07-15,1,Providencia,Residencial,20.6612,-103.389,30,17,15.2,58.1,Mucho tráfico
297,2025-05-18,13,Chapalita,Residencial,20.658,-103.402,46.7,34,33,56.7,Ruido por construcción
298,2025-03-05,1,Centro,Comercial,20.6737,-103.344,43.5,42,16.1,48,Zona ruidosa
299,2025-04-24,15,Americana,Mixta,20.6666,-103.381,77.3,84,29.6,41.4,Ruido por construcción
300,2025-06-20,14,Centro,Comercial,20.6737,-103.344,78.9,70,32.4,54,Muchos camiones
301,2025-05-09,9,Chapalita,Residencial,20.658,-103.402,76.4,39,26.2,60.5,Zona tranquila
302,2025-02-21,20,Centro,Comercial,20.6737,-103.344,73,57,20.7,45.5,Mercado cercano
303,2025-04-17,23,Tlaquepaque Centro,Comercial,20.642,-103.312,78.7,76,26.1,68.8,Ruido por construcción
304,2025-05-05,2,Chapalita,Residencial,20.658,-103.402,30,16,16.3,58.9,Ruido por construcción
305,2025-03-07,1,Chapalita,Residencial,20.658,-103.402,30,7,16.8,56.9,Mucho ruido
306,2025-03-02,10,Chapalita,Residencial,20.658,-103.402,59.2,21,24.8,51,Ruido por construcción
307,2025-07-28,7,Zona Industrial,Industrial,20.645,-103.32,115,71,22,53.3,Sin incidencias
308,2025-07-25,15,Tlaquepaque Centro,Comercial,20.642,-103.312,81.8,64,28.1,57.7,Música alta
309,2025-05-29,8,Providencia,Residencial,20.6612,-103.389,77.4,47,21.9,31.5,Muchos camiones
310,2025-04-08,14,Providencia,Residencial,20.6612,-103.389,60.7,29,32.9,70.9,Mucho tráfico
311,2025-05-26,12,Chapalita,Residencial,20.658,-103.402,50.1,26,28.7,65.9,Mucho ruido
312,2025-06-01,22,Chapalita,Residencial,20.658,-103.402,40.7,28,21.4,38.5,Música alta
313,2025-04-23,17,Centro,Comercial,20.6737,-103.344,105.1,82,20.1,49.6,Poco tráfico
314,2025-05-07,14,Providencia,Residencial,20.6612,-103.389,61.7,33,28.4,50.7,Sin incidencias
315,2025-05-13,11,Centro,Comercial,20.6737,-103.344,79.9,61,22.6,58.2,Tráfico intenso
316,2025-07-20,20,Centro,Comercial,20.6737,-103.344,67.8,51,22,46.3,Zona tranquila
317,2025-07-18,8,Chapalita,Residencial,20.658,-103.402,68,35,27,82.2,Mucho tráfico
318,2025-07-20,2,Zona Industrial,Industrial,20.645,-103.32,41.2,27,21.5,62.3,Tráfico intenso
319,2025-05-07,12,Providencia,Residencial,20.6612,-103.389,60.5,41,31.5,55.9,Mucho tráfico
320,2025-02-26,8,Centro,Comercial,20.6737,-103.344,103.4,90,25.9,84.4,Mercado cercano
321,2025-06-21,15,Zona Industrial,Industrial,20.645,-103.32,78.7,56,30.3,42.9,Zona ruidosa
322,2025-06-28,4,Centro,Comercial,20.6737,-103.344,32,26,21.3,61.5,Obras en la zona
323,2025-06-28,7,Tlaquepaque Centro,Comercial,20.642,-103.312,87.6,78,25.5,84.3,Mucho ruido
324,2025-05-05,17,Zona Industrial,Industrial,20.645,-103.32,113.8,71,27.1,34.7,Obras en la zona
325,2025-07-19,5,Tlaquepaque Centro,Comercial,20.642,-103.312,35.1,38,17.9,74.5,Zona tranquila
326,2025-06-16,7,Centro,Comercial,20.6737,-103.344,99.3,100,24.4,89.5,Mucho tráfico
327,2025-07-17,10,Americana,Mixta,20.6666,-103.381,73,69,23.5,74.4,Zona ruidosa
328,2025-04-22,10,Zona Industrial,Industrial,20.645,-103.32,87.8,49,26,64.4,Muchos camiones
329,2025-04-23,21,Centro,Comercial,20.6737,-103.344,79,73,22.8,71.2,Música alta
330,2025-05-17,5,Zona Industrial,Industrial,20.645,-103.32,38.3,18,19,39.8,Ruido por construcción
331,2025-05-30,3,Centro,Comercial,20.6737,-103.344,41.7,24,17.1,54.6,Tráfico intenso
332,2025-02-11,14,Chapalita,Residencial,20.658,-103.402,58.6,35,27.9,63.3,Tráfico intenso
333,2025-05-24,16,Chapalita,Residencial,20.658,-103.402,44.8,30,29.4,40.5,Música alta
334,2025-05-19,7,Chapalita,Residencial,20.658,-103.402,67.3,31,25.3,65.3,Muchos camiones
335,2025-06-10,21,Zona Industrial,Industrial,20.645,-103.32,86.2,68,23.2,54.1,Tráfico intenso
336,2025-06-27,10,Centro,Comercial,20.642,-103.312,81,60,22.2,74.1,Mercado cercano
337,2025-06-21,21,Americana,Mixta,20.6666,-103.381,63.7,61,24,61.3,Obras en la zona
338,2025-03-03,17,Americana,Mixta,20.6666,-103.381,87.6,81,24.3,66.5,Mercado cercano
339,2025-07-08,13,Centro,Comercial,20.642,-103.312,80.5,60,29.2,71.4,Mucho ruido
340,2025-05-26,11,Zona Industrial,Industrial,20.645,-103.32,86.4,62,22.8,59.2,Zona ruidosa
341,2025-02-22,7,Providencia,Residencial,20.6612,-103.389,67.9,43,23.8,57.3,Obras en la zona
342,2025-05-05,2,Zona Industrial,Industrial,20.645,-103.32,48.9,16,19.2,46.9,Ruido por construcción
343,2025-02-16,9,Zona Industrial,Industrial,20.645,-103.32,96.8,55,27.4,52.6,Mucho ruido
344,2025-07-14,18,Zona Industrial,Industrial,20.645,-103.32,114.5,70,23,67.3,Mucho ruido
345,2025-07-28,11,Tlaquepaque Centro,Comercial,20.642,-103.312,75.6,64,22.8,63.6,Ruido por construcción
346,2025-07-11,13,Centro,Comercial,20.6737,-103.344,83.5,66,28.3,75.6,Ruido por construcción
347,2025-07-06,12,Americana,Mixta,20.6666,-103.381,62.9,56,31.4,50.6,Zona ruidosa
348,2025-07-27,5,Americana,Mixta,20.6666,-103.381,30,25,18.9,85.5,Poco tráfico
349,2025-02-12,22,Centro,Comercial,20.6737,-103.344,80,73,24.2,62.4,Obras en la zona
350,2025-07-31,6,Providencia,Residencial,20.6612,-103.389,64.5,41,28.2,62.4,Ruido por construcción
351,2025-07-06,20,Chapalita,Residencial,20.658,-103.402,44.2,40,23.4,59.5,Tráfico intenso
352,2025-04-07,20,Americana,Mixta,20.6666,-103.381,71.1,58,22.5,59.3,Música alta
353,2025-03-22,3,Centro,Mixta,20.6666,-103.381,30,30,16.4,48.5,Zona tranquila
354,2025-07-25,9,Providencia,Residencial,20.6612,-103.389,76.8,32,23.1,37.5,Mucho ruido
355,2025-07-29,15,Zona Industrial,Industrial,20.645,-103.32,89.9,50,29.1,61.1,Zona tranquila
356,2025-05-28,22,Providencia,Residencial,20.6612,-103.389,60,40,21.7,56.3,Zona tranquila
357,2025-06-14,15,Zona Industrial,Industrial,20.645,-103.32,73.5,44,30.2,61.2,Ruido por construcción
358,2025-06-08,2,Providencia,Residencial,20.6612,-103.389,30,17,16.8,62.5,Mucho ruido
359,2025-06-02,18,Tlaquepaque Centro,Comercial,20.642,-103.312,96.1,80,24.4,69.3,Mercado cercano
360,2025-06-23,18,Chapalita,Residencial,20.658,-103.402,72.5,45,23.6,48.7,Zona ruidosa
361,2025-06-27,6,Zona Industrial,Industrial,20.645,-103.32,85,49,23.6,72.3,Zona ruidosa
362,2025-03-31,20,Providencia,Residencial,20.6612,-103.389,67.7,41,25.3,44.2,Música alta
363,2025-02-03,5,Americana,Mixta,20.6666,-103.381,37.4,20,18.9,69.7,Muchos camiones
364,2025-05-08,14,Centro,Comercial,20.6737,-103.344,78.7,64,29,64.7,Muchos camiones
365,2025-03-05,1,Chapalita,Residencial,20.658,-103.402,33.6,21,20.4,66,Tráfico intenso
366,2025-03-20,13,Chapalita,Residencial,20.658,-103.402,59,32,28.2,49.2,Mucho ruido
367,2025-04-16,3,Providencia,Residencial,20.6612,-103.389,30,18,18.3,43.7,Música alta
368,2025-05-11,21,Chapalita,Residencial,20.658,-103.402,46.3,11,20.4,82.9,Poco tráfico
369,2025-05-19,21,Centro,Comercial,20.6737,-103.344,86.9,86,26.5,66.2,Música alta
370,2025-03-17,9,Zona Industrial,Industrial,20.645,-103.32,111.4,69,25.7,49.7,Mercado cercano
371,2025-02-10,4,Zona Industrial,Industrial,20.645,-103.32,46.9,39,19.9,68.8,Ruido por construcción
372,2025-07-20,11,Centro,Comercial,20.6737,-103.344,67.1,51,24.7,38.3,Sin incidencias
373,2025-02-24,3,Chapalita,Residencial,20.658,-103.402,30,10,16.7,62.2,Mucho tráfico
374,2025-05-03,2,Americana,Mixta,20.6666,-103.381,39.7,35,19.7,43.1,Muchos camiones
375,2025-06-26,6,Providencia,Residencial,20.6612,-103.389,59.9,37,23.9,48.5,Ruido por construcción
376,2025-03-31,10,Centro,Comercial,20.6737,-103.344,79.1,72,25.7,48.7,Zona ruidosa
377,2025-06-17,21,Zona Industrial,Industrial,20.645,-103.32,91.5,56,25.6,49.3,Sin incidencias
378,2025-03-25,14,Americana,Mixta,20.6666,-103.381,77.2,60,28.9,82.5,Muchos camiones
379,2025-06-19,1,Americana,Mixta,20.6666,-103.381,40.9,43,16.2,64,Tráfico intenso
380,2025-05-19,8,Chapalita,Residencial,20.658,-103.402,74.3,40,22.2,46.7,Sin incidencias
381,2025-02-08,12,Chapalita,Residencial,20.658,-103.402,33.3,22,26.6,51.4,Música alta
382,2025-05-25,10,Americana,Mixta,20.6666,-103.381,60.9,44,26.9,62,Poco tráfico
383,2025-02-05,22,Americana,Mixta,20.6666,-103.381,73.3,77,21.5,54.3,Obras en la zona
384,2025-03-01,7,Chapalita,Residencial,20.658,-103.402,56.6,36,27,39.6,Tráfico intenso
385,2025-03-22,7,Zona Industrial,Industrial,20.645,-103.32,100.8,53,25.5,76.1,Sin incidencias
386,2025-04-11,5,Tlaquepaque Centro,Comercial,20.642,-103.312,37.1,32,14.8,72.8,Obras en la zona
387,2025-04-15,4,Providencia,Residencial,20.6612,-103.389,30,22,16.6,56.2,Mercado cercano
388,2025-02-26,8,Chapalita,Residencial,20.658,-103.402,68.4,26,28.1,63.8,Tráfico intenso
389,2025-04-14,8,Americana,Mixta,20.6666,-103.381,93.1,67,23.4,59.1,Tráfico intenso
390,2025-02-11,4,Providencia,Residencial,20.6612,-103.389,36.4,19,15.2,76.9,Sin incidencias
391,2025-05-30,15,Centro,Comercial,20.6737,-103.344,77.5,73,30.7,55.9,Música alta
392,2025-02-06,9,Americana,Mixta,20.6666,-103.381,97.7,68,25.8,42,Mucho tráfico
393,2025-05-07,0,Zona Industrial,Industrial,20.645,-103.32,46.7,36,19.5,43.9,Música alta
394,2025-07-05,9,Chapalita,Residencial,20.658,-103.402,57.3,43,23,59.5,Mercado cercano
395,2025-05-30,1,Providencia,Residencial,20.6612,-103.389,35.3,43,19.2,49.1,Mucho ruido
396,2025-04-29,2,Americana,Mixta,20.6666,-103.381,35.6,31,20.7,67.9,Muchos camiones
397,2025-07-06,12,Zona Industrial,Industrial,20.645,-103.32,77.2,40,27.5,53.4,Zona tranquila
398,2025-04-08,6,Centro,Comercial,20.6737,-103.344,84.2,60,24.1,65.7,Mucho ruido
399,2025-05-21,12,Centro,Comercial,20.6737,-103.344,85.4,76,29.3,67,Música alta
400,2025-07-18,21,Centro,Comercial,20.6737,-103.344,85.8,83,21.9,51.5,Tráfico intenso
401,2025-06-14,14,Providencia,Residencial,20.6612,-103.389,47.4,41,27,46.6,Obras en la zona
402,2025-03-08,5,Americana,Mixta,20.6666,-103.381,30,25,15.7,47.1,Tráfico intenso
403,2025-03-27,14,Centro,Comercial,20.6737,-103.344,81.2,60,29.4,74.3,Obras en la zona
404,2025-06-03,1,Americana,Mixta,20.6666,-103.381,30.7,27,16,62.2,Tráfico intenso
405,2025-05-31,16,Chapalita,Residencial,20.658,-103.402,41.6,2,27,60.3,Poco tráfico
406,2025-05-05,2,Centro,Comercial,20.6737,-103.344,42.9,32,19,58.5,Mucho tráfico
407,2025-03-20,17,Chapalita,Residencial,20.658,-103.402,73.9,38,23.3,65.7,Música alta
408,2025-02-10,9,Zona Industrial,Industrial,20.645,-103.32,115,55,24.7,71.9,Sin incidencias
409,2025-07-03,11,Providencia,Residencial,20.6612,-103.389,59.1,41,25.7,70.1,Tráfico intenso
410,2025-07-16,7,Americana,Mixta,20.6666,-103.381,98.4,81,22.4,64.2,Zona ruidosa
411,2025-05-11,7,Tlaquepaque Centro,Comercial,20.642,-103.312,80.3,75,25,56.3,Muchos camiones
412,2025-05-16,8,Zona Industrial,Industrial,20.645,-103.32,111.4,58,22,72.8,Mucho ruido
413,2025-02-25,3,Zona Industrial,Industrial,20.645,-103.32,39.1,15,16.7,62,Tráfico intenso
414,2025-06-12,19,Providencia,Residencial,20.6612,-103.389,74.1,41,21,54.8,Tráfico intenso
415,2025-07-30,14,Americana,Mixta,20.6666,-103.381,69.2,53,31.6,68.2,Poco tráfico
416,2025-02-22,16,Centro,Comercial,20.6737,-103.344,64.4,61,26.9,64.1,Ruido por construcción
417,2025-05-28,1,Providencia,Residencial,20.6612,-103.389,30,19,16.2,38.9,Zona tranquila
418,2025-02-24,6,Americana,Mixta,20.6666,-103.381,70,57,23.1,73,Obras en la zona
419,2025-07-17,12,Centro,Comercial,20.6737,-103.344,79.4,67,32,58.4,Sin incidencias
420,2025-03-19,7,Centro,Comercial,20.6737,-103.344,106.8,83,23.2,56.8,Ruido por construcción
421,2025-03-09,20,Chapalita,Residencial,20.658,-103.402,44,22,23,66.6,Poco tráfico
422,2025-07-24,20,Providencia,Residencial,20.6612,-103.389,62,32,23.8,79.7,Mucho tráfico
423,2025-03-26,21,Americana,Mixta,20.6666,-103.381,78.8,65,21.9,70.2,Zona ruidosa
424,2025-03-19,16,Providencia,Residencial,20.6612,-103.389,60.7,52,30.4,66.7,Música alta
425,2025-06-24,11,Chapalita,Residencial,20.658,-103.402,56.6,35,23.5,64.5,Obras en la zona
426,2025-02-19,12,Americana,Mixta,20.6666,-103.381,74.1,72,35,59.9,Zona tranquila
427,2025-07-09,15,Chapalita,Residencial,20.658,-103.402,55.2,28,30.5,60.9,Zona tranquila
428,2025-06-02,9,Tlaquepaque Centro,Comercial,20.642,-103.312,104.2,78,28.1,70.8,Muchos camiones
429,2025-03-09,4,Centro,Comercial,20.6737,-103.344,44,38,17.4,71,Música alta
430,2025-05-14,14,Zona Industrial,Industrial,20.645,-103.32,85.7,46,27.7,67.1,Zona ruidosa
431,2025-03-20,5,Providencia,Residencial,20.6612,-103.389,32.9,10,16.5,68.6,Obras en la zona
432,2025-06-17,20,Zona Industrial,Comercial,20.642,-103.312,74.2,74,23.6,68.1,Mucho ruido
433,2025-06-19,16,Providencia,Residencial,20.6612,-103.389,59.2,38,30.6,69.1,Muchos camiones
434,2025-03-15,4,Chapalita,Residencial,20.658,-103.402,30,6,16,45.1,Sin incidencias
435,2025-05-26,10,Tlaquepaque Centro,Comercial,20.642,-103.312,83.8,72,22.9,86.1,Música alta
436,2025-07-08,15,Centro,Comercial,20.6737,-103.344,79.1,74,28.2,56.3,Tráfico intenso
437,2025-03-27,11,Zona Industrial,Industrial,20.645,-103.32,87.8,63,24.7,60.8,Mucho ruido
438,2025-07-12,10,Zona Industrial,Comercial,20.642,-103.312,65.8,65,24.4,65.4,Obras en la zona
439,2025-03-29,23,Providencia,Residencial,20.6612,-103.389,54.4,25,21.3,57.9,Mucho tráfico
440,2025-06-06,7,Tlaquepaque Centro,Comercial,20.642,-103.312,93.8,91,22.4,68.5,Mercado cercano
441,2025-03-10,0,Centro,Comercial,20.6737,-103.344,44.3,43,16.3,59.3,Poco tráfico
442,2025-04-25,22,Providencia,Residencial,20.6612,-103.389,58.4,58,24,64.5,Obras en la zona
443,2025-04-04,2,Centro,Comercial,20.6737,-103.344,39.1,33,17.9,66.5,Muchos camiones
444,2025-07-24,13,Centro,Comercial,20.6737,-103.344,82.1,91,32.7,69.2,Muchos camiones
445,2025-04-19,9,Providencia,Residencial,20.6612,-103.389,72.1,57,26.2,41,Zona ruidosa
446,2025-04-11,19,Providencia,Residencial,20.6612,-103.389,74.4,56,23.3,26.8,Mercado cercano
447,2025-06-26,22,Providencia,Residencial,20.6612,-103.389,61.7,25,23.7,86,Mucho ruido
448,2025-06-10,14,Chapalita,Residencial,20.658,-103.402,54.9,46,29.3,40.4,Mucho tráfico
449,2025-05-31,6,Zona Industrial,Residencial,20.658,-103.402,46,31,23.7,38.1,Mucho ruido
450,2025-04-16,22,Tlaquepaque Centro,Comercial,20.642,-103.312,75.9,68,23.8,75,Ruido por construcción
451,2025-02-21,21,Chapalita,Residencial,20.658,-103.402,55.7,31,25.6,58.7,Mucho tráfico
452,2025-04-28,15,Centro,Comercial,20.6737,-103.344,84.1,73,29.6,73.6,Poco tráfico
453,2025-04-13,11,Tlaquepaque Centro,Comercial,20.642,-103.312,67.5,63,22.6,58.7,Mucho tráfico
454,2025-03-31,19,Centro,Comercial,20.6737,-103.344,100.4,94,25.7,50.7,Mucho tráfico
455,2025-07-15,8,Tlaquepaque Centro,Comercial,20.642,-103.312,98.9,98,23.1,63.5,Ruido por construcción
456,2025-04-22,2,Providencia,Residencial,20.6612,-103.389,30,17,17.8,57,Mucho tráfico
457,2025-03-27,18,Centro,Comercial,20.6737,-103.344,97.5,74,24.3,50.8,Mucho tráfico
458,2025-06-14,12,Americana,Mixta,20.6666,-103.381,57.1,55,32.1,48.2,Sin incidencias
459,2025-07-18,7,Providencia,Residencial,20.6612,-103.389,82.3,52,23.8,59.7,Mercado cercano
460,2025-02-06,16,Centro,Comercial,20.6737,-103.344,76.2,78,29.7,49.7,Tráfico intenso
461,2025-06-08,3,Zona Industrial,Industrial,20.645,-103.32,42.9,26,18.7,69.1,Mucho ruido
462,2025-05-22,9,Tlaquepaque Centro,Comercial,20.642,-103.312,104.6,80,22.4,58.8,Música alta
463,2025-07-06,16,Centro,Comercial,20.642,-103.312,62.3,44,29.9,48.8,Zona ruidosa
464,2025-03-04,9,Providencia,Residencial,20.6612,-103.389,71,46,25.2,51.8,Ruido por construcción
465,2025-03-21,4,Tlaquepaque Centro,Comercial,20.642,-103.312,35.8,26,18,44.9,Obras en la zona
466,2025-04-25,10,Zona Industrial,Industrial,20.645,-103.32,92.9,55,22.9,67,Zona ruidosa
467,2025-03-19,8,Tlaquepaque Centro,Comercial,20.642,-103.312,100.8,89,21.9,46.9,Muchos camiones
468,2025-06-28,11,Americana,Mixta,20.6666,-103.381,55.8,40,23.9,66.9,Zona tranquila
469,2025-06-10,4,Centro,Comercial,20.6737,-103.344,36.9,48,19.8,76,Sin incidencias
470,2025-05-23,23,Centro,Comercial,20.6737,-103.344,85.5,70,26.2,69.4,Muchos camiones
471,2025-05-30,3,Americana,Mixta,20.6666,-103.381,38.7,29,20.7,66.4,Muchos camiones
472,2025-05-26,1,Providencia,Residencial,20.6612,-103.389,31.9,25,19.2,50.8,Poco tráfico
473,2025-02-10,0,Chapalita,Residencial,20.658,-103.402,30,16,15.2,56.2,Zona ruidosa
474,2025-05-26,18,Zona Industrial,Industrial,20.645,-103.32,115,74,25,79.1,Zona tranquila
475,2025-03-31,15,Tlaquepaque Centro,Comercial,20.642,-103.312,76.9,60,29.8,70.1,Obras en la zona
476,2025-03-21,10,Providencia,Residencial,20.6612,-103.389,116,38,23.3,61.9,Música alta
477,2025-06-15,6,Providencia,Residencial,20.6612,-103.389,53.5,43,25.7,66.1,Mercado cercano
478,2025-04-02,23,Tlaquepaque Centro,Comercial,20.642,-103.312,77.8,64,24.2,49.9,Tráfico intenso
479,2025-07-16,4,Americana,Mixta,20.6666,-103.381,35.1,30,17,56.4,Mucho ruido
480,2025-05-19,1,Centro,Comercial,20.6737,-103.344,39.4,36,17.6,54.9,Tráfico intenso
481,2025-03-08,8,Centro,Comercial,20.6737,-103.344,87.9,72,23,71.3,Muchos camiones
482,2025-05-28,20,Zona Industrial,Industrial,20.645,-103.32,88,58,24.7,50.2,Obras en la zona
483,2025-02-23,14,Chapalita,Residencial,20.658,-103.402,42.5,28,27.4,45.7,Tráfico intenso
484,2025-05-26,5,Americana,Mixta,20.6666,-103.381,40.2,46,18.9,53.1,Muchos camiones
485,2025-07-12,5,Tlaquepaque Centro,Comercial,20.642,-103.312,34.1,21,19.9,60.9,Obras en la zona
486,2025-04-29,22,Zona Industrial,Industrial,20.645,-103.32,86.4,58,22.9,58.9,Tráfico intenso
487,2025-06-12,3,Tlaquepaque Centro,Comercial,20.642,-103.312,37.5,40,15.9,53.1,Muchos camiones
488,2025-07-07,21,Centro,Comercial,20.6737,-103.344,81.4,66,22.1,53.7,Muchos camiones
489,2025-07-29,14,Zona Industrial,Industrial,20.645,-103.32,90,44,31.2,51.1,Sin incidencias
490,2025-07-28,5,Zona Industrial,Industrial,20.645,-103.32,49,29,15.9,69,Música alta
491,2025-03-20,2,Providencia,Residencial,20.6612,-103.389,32.9,15,20.2,58.9,Sin incidencias
492,2025-06-11,20,Americana,Mixta,20.6666,-103.381,79.8,62,20.1,69.2,Sin incidencias
493,2025-03-05,9,Tlaquepaque Centro,Comercial,20.642,-103.312,96.6,87,22.6,50,Mercado cercano
494,2025-07-12,4,Zona Industrial,Industrial,20.645,-103.32,39,21,15.9,74.6,Obras en la zona
495,2025-04-07,5,Providencia,Residencial,20.6612,-103.389,37.3,11,18,56.4,Obras en la zona
496,2025-04-05,0,Chapalita,Residencial,20.658,-103.402,30,9,16.1,62.3,Poco tráfico
497,2025-07-18,2,Americana,Mixta,20.6666,-103.381,33.4,24,19.5,61.4,Música alta
498,2025-02-20,7,Zona Industrial,Industrial,20.645,-103.32,115,68,27.1,62.1,Muchos camiones
499,2025-04-19,1,Chapalita,Residencial,20.658,-103.402,30,17,19.1,44.8,Sin incidencias
500,2025-07-03,13,Americana,Mixta,20.6666,-103.381,71.5,53,32,50.4,Muchos camiones
501,2025-07-18,18,Americana,Mixta,20.6666,-103.381,86.7,76,23.7,57.3,Poco tráfico
502,2025-05-06,0,Tlaquepaque Centro,Comercial,20.642,-103.312,38.2,41,14.3,46.7,Mucho ruido
503,2025-06-30,22,Chapalita,Residencial,20.658,-103.402,59.9,44,24.3,68.4,Mucho tráfico
504,2025-06-03,2,Centro,Comercial,20.6737,-103.344,48.4,35,20.8,48,Mercado cercano
505,2025-04-27,4,Americana,Mixta,20.6666,-103.381,31.6,23,19.5,54.3,Mucho ruido
506,2025-07-11,23,Chapalita,Residencial,20.658,-103.402,49.3,36,17.6,70.8,Sin incidencias
507,2025-05-19,12,Chapalita,Residencial,20.658,-103.402,41.5,32,27.9,64,Obras en la zona
508,2025-07-31,8,Zona Industrial,Industrial,20.645,-103.32,115,76,20.6,57.4,Mucho tráfico
509,2025-07-09,16,Americana,Mixta,20.6666,-103.381,72.3,75,29.2,71.1,Zona ruidosa
510,2025-03-18,14,Providencia,Residencial,20.6612,-103.389,56.3,38,26.3,65,Tráfico intenso
511,2025-02-24,13,Americana,Mixta,20.6666,-103.381,65.9,64,32.5,67,Música alta
512,2025-04-01,16,Providencia,Residencial,20.6612,-103.389,63.8,30,30.7,70.3,Mucho ruido
513,2025-07-08,16,Tlaquepaque Centro,Comercial,20.642,-103.312,74.9,59,32.8,52.9,Mercado cercano
514,2025-07-01,20,Chapalita,Residencial,20.658,-103.402,49.5,27,24.3,49.6,Ruido por construcción
515,2025-02-17,7,Americana,Mixta,20.6666,-103.381,97.6,78,22.7,81.4,Muchos camiones
516,2025-07-21,4,Chapalita,Residencial,20.658,-103.402,30,7,19.2,84.1,Ruido por construcción
517,2025-02-23,11,Americana,Mixta,20.6666,-103.381,64.1,62,23.5,48.6,Obras en la zona
518,2025-03-17,19,Americana,Mixta,20.6666,-103.381,88.8,70,24.4,63.7,Mercado cercano
519,2025-06-16,19,Chapalita,Residencial,20.658,-103.402,65.7,35,21.5,73.4,Obras en la zona
520,2025-04-20,4,Tlaquepaque Centro,Comercial,20.642,-103.312,33.4,19,15.6,61,Poco tráfico
521,2025-07-14,23,Americana,Mixta,20.6666,-103.381,70.7,61,22.3,70.2,Obras en la zona
522,2025-04-08,17,Centro,Comercial,20.6737,-103.344,98.4,88,26.3,37.5,Mucho ruido
523,2025-03-11,7,Tlaquepaque Centro,Comercial,20.642,-103.312,108,93,30.1,52.8,Mucho ruido
524,2025-07-11,18,Providencia,Residencial,20.6612,-103.389,67.7,27,23.3,64.5,Obras en la zona
